TIMESTAMP,HEAD_POS_REL,HEAD_EULER_REL,CONTROLLER_1_POS_GLB,CONTROLLER_1_EULER_GLB,CONTROLLER_2_POS_GLB,CONTROLLER_2_EULER_GLB
2019-11-08-18-12-25-981000,"[-0.5309698581695557, 1.0489224195480347, 1.3938755989074707]","[40.350921630859375, 30.56844711303711, -24.153114318847656]","[-0.2565329074859619, 1.3449008464813232, 0.9460183382034302]","[89.4707260131836, -83.79141235351562, -155.75035095214844]","[-2.1397409439086914, 0.4894859790802002, 2.5371294021606445]","[-22.086023330688477, -9.662188529968262, 9.337259292602539]"
2019-11-08-18-12-26-482000,"[-0.5591161251068115, 1.0548914670944214, 1.426865816116333]","[48.749088287353516, 31.801044464111328, -24.61001205444336]","[-0.2560553550720215, 1.3443934917449951, 0.9442508220672607]","[91.30498504638672, -83.76036071777344, -157.5962677001953]","[-2.1397719383239746, 0.489200234413147, 2.5373406410217285]","[-22.08860206604004, -9.6409912109375, 9.349361419677734]"
2019-11-08-18-12-26-983000,"[-0.5416824817657471, 1.046688199043274, 1.3226745128631592]","[65.26313018798828, 34.75551223754883, -19.52811050415039]","[-0.2544410228729248, 1.3454804420471191, 0.9409122467041016]","[95.43270111083984, -83.02005767822266, -161.44459533691406]","[-2.139813184738159, 0.48968374729156494, 2.537224769592285]","[-22.072771072387695, -9.640304565429688, 9.34431266784668]"
2019-11-08-18-12-27-483000,"[-0.5141687393188477, 1.0444207191467285, 1.2959288358688354]","[56.39911651611328, 33.9157600402832, -19.908504486083984]","[-0.26143574714660645, 1.3451510667800903, 0.9505157470703125]","[92.4140853881836, -82.98126220703125, -157.0884552001953]","[-2.139519691467285, 0.48909497261047363, 2.53741455078125]","[-22.075956344604492, -9.642125129699707, 9.320536613464355]"
2019-11-08-18-12-27-984000,"[-0.49751758575439453, 1.0400587320327759, 1.2960339784622192]","[53.77869415283203, 34.20852279663086, -23.16724967956543]","[-0.26143574714660645, 1.3451510667800903, 0.9505157470703125]","[92.4140853881836, -82.98126220703125, -157.0884552001953]","[-2.139655351638794, 0.4892258644104004, 2.5372190475463867]","[-22.086931228637695, -9.649641990661621, 9.338574409484863]"
2019-11-08-18-12-28-485000,"[-0.5201351642608643, 1.046817660331726, 1.2429670095443726]","[78.02729034423828, 35.127899169921875, -18.515884399414062]","[-0.26143574714660645, 1.3451510667800903, 0.9505157470703125]","[92.4140853881836, -82.98126220703125, -157.0884552001953]","[-2.1396913528442383, 0.48940324783325195, 2.5373024940490723]","[-22.09224510192871, -9.651895523071289, 9.378486633300781]"
2019-11-08-18-12-28-986000,"[-0.6073708534240723, 1.0629909038543701, 1.298342227935791]","[88.72989654541016, 34.959922790527344, -16.13005256652832]","[-0.26143574714660645, 1.3451510667800903, 0.9505157470703125]","[92.4140853881836, -82.98126220703125, -157.0884552001953]","[-2.139799118041992, 0.4898414611816406, 2.5372676849365234]","[-22.081314086914062, -9.649142265319824, 9.340557098388672]"
2019-11-08-18-12-29-488000,"[-0.6543099880218506, 1.0563873052597046, 1.439565658569336]","[71.20489501953125, 37.298988342285156, -17.477052688598633]","[-0.26143574714660645, 1.3451510667800903, 0.9505157470703125]","[92.4140853881836, -82.98126220703125, -157.0884552001953]","[-2.1399314403533936, 0.48970699310302734, 2.537158727645874]","[-22.095903396606445, -9.663524627685547, 9.361227035522461]"
2019-11-08-18-12-29-989000,"[-0.481173038482666, 1.0312559604644775, 1.681942105293274]","[59.18876266479492, 30.719419479370117, -21.221744537353516]","[-0.23395228385925293, 1.3394620418548584, 0.9352818727493286]","[88.12647247314453, -84.25359344482422, -154.00143432617188]","[-2.139869213104248, 0.48950517177581787, 2.537323236465454]","[-22.087879180908203, -9.616255760192871, 9.337752342224121]"
2019-11-08-18-12-30-499000,"[-0.3632833957672119, 1.057377815246582, 1.8358874320983887]","[73.7499771118164, 31.18294334411621, -11.64091968536377]","[-0.25579214096069336, 1.3472013473510742, 0.9538072347640991]","[88.49248504638672, -83.83255004882812, -154.70664978027344]","[-2.1398518085479736, 0.4897345304489136, 2.537417411804199]","[-22.078767776489258, -9.642099380493164, 9.329876899719238]"
2019-11-08-18-12-31-002000,"[-0.38652992248535156, 1.0982319116592407, 2.0582923889160156]","[49.36165237426758, 24.5928897857666, -18.15799903869629]","[-0.24880337715148926, 1.3479106426239014, 0.9501247406005859]","[88.08565521240234, -83.37125396728516, -153.78111267089844]","[-2.139971971511841, 0.49031317234039307, 2.5373597145080566]","[-22.094318389892578, -9.64724063873291, 9.358686447143555]"
2019-11-08-18-12-31-503000,"[-0.585974931716919, 1.0804848670959473, 2.0417041778564453]","[19.410310745239258, 28.083614349365234, -35.71824264526367]","[-0.2431502342224121, 1.3487052917480469, 0.9433177709579468]","[89.53622436523438, -83.1340560913086, -155.40794372558594]","[-2.1398298740386963, 0.48968183994293213, 2.5372250080108643]","[-22.08560562133789, -9.638998031616211, 9.359904289245605]"
2019-11-08-18-12-32-003000,"[-0.6532642841339111, 1.1230181455612183, 1.8948731422424316]","[52.687496185302734, 28.201187133789062, -10.961424827575684]","[-0.24141502380371094, 1.3471031188964844, 0.9420106410980225]","[90.44908905029297, -83.28443145751953, -156.60928344726562]","[-2.1396710872650146, 0.48928070068359375, 2.5370426177978516]","[-22.093311309814453, -9.646940231323242, 9.379678726196289]"
2019-11-08-18-12-32-504000,"[-0.7113475799560547, 1.062565803527832, 1.9596203565597534]","[43.62360382080078, 29.258230209350586, -14.400752067565918]","[-0.24470257759094238, 1.3471851348876953, 0.9436960220336914]","[93.32317352294922, -83.32595825195312, -159.24696350097656]","[-2.139915704727173, 0.4893059730529785, 2.5373213291168213]","[-22.09366226196289, -9.63654899597168, 9.394977569580078]"
2019-11-08-18-12-33-005000,"[-0.7549593448638916, 1.0055550336837769, 2.062476634979248]","[48.105648040771484, 27.711313247680664, -22.943317413330078]","[-0.2515757083892822, 1.3484842777252197, 0.9452230930328369]","[97.8604965209961, -83.3802490234375, -164.13302612304688]","[-2.139533042907715, 0.4892352819442749, 2.5372748374938965]","[-22.078622817993164, -9.652613639831543, 9.312163352966309]"
2019-11-08-18-12-33-505000,"[-0.7305428981781006, 1.0133674144744873, 2.1005289554595947]","[45.7150764465332, 23.929683685302734, -16.262435913085938]","[-0.24960660934448242, 1.3471966981887817, 0.9401963949203491]","[98.19263458251953, -83.39015197753906, -164.66065979003906]","[-2.139702320098877, 0.4894721508026123, 2.537309169769287]","[-22.085771560668945, -9.642667770385742, 9.336099624633789]"
2019-11-08-18-12-34-006000,"[-0.7484056949615479, 1.012473225593567, 2.100933074951172]","[42.78487777709961, 28.68593406677246, -16.345046997070312]","[-0.24657416343688965, 1.3469502925872803, 0.9394665956497192]","[95.51737976074219, -83.41859436035156, -161.31982421875]","[-2.1396915912628174, 0.4895237684249878, 2.5372402667999268]","[-22.084007263183594, -9.644647598266602, 9.341537475585938]"
2019-11-08-18-12-34-506000,"[-0.744459867477417, 1.0123404264450073, 2.1175732612609863]","[44.81559371948242, 25.4833927154541, -20.1948184967041]","[-0.24944376945495605, 1.349342942237854, 0.943191409111023]","[97.97935485839844, -83.5357894897461, -164.0194549560547]","[-2.139767646789551, 0.4892352819442749, 2.53721284866333]","[-22.08717918395996, -9.645523071289062, 9.340473175048828]"
2019-11-08-18-12-35-007000,"[-0.7453727722167969, 1.0142878293991089, 2.1012279987335205]","[45.53841018676758, 29.566184997558594, -15.634284973144531]","[-0.2546346187591553, 1.349745512008667, 0.9473735094070435]","[99.73758697509766, -83.28943634033203, -166.1748504638672]","[-2.1395339965820312, 0.4889099597930908, 2.5371217727661133]","[-22.08086395263672, -9.658493041992188, 9.333248138427734]"
2019-11-08-18-12-35-507000,"[-0.7464258670806885, 1.0133179426193237, 2.122652769088745]","[45.18556594848633, 26.547462463378906, -18.44287109375]","[-0.2606673240661621, 1.3573119640350342, 0.9495552778244019]","[111.81193542480469, -80.93916320800781, -178.69622802734375]","[-2.1396732330322266, 0.4888547658920288, 2.5371785163879395]","[-22.098390579223633, -9.647205352783203, 9.3653564453125]"
2019-11-08-18-12-36-008000,"[-0.7471439838409424, 1.017844557762146, 2.1166605949401855]","[44.771114349365234, 27.630619049072266, -17.81549644470215]","[-0.2711513042449951, 1.364565134048462, 0.9615821838378906]","[118.83967590332031, -77.08512115478516, 172.8035888671875]","[-2.139580726623535, 0.48922502994537354, 2.5373144149780273]","[-22.088956832885742, -9.644231796264648, 9.35566520690918]"
2019-11-08-18-12-36-509000,"[-0.7254621982574463, 1.0191832780838013, 1.9970850944519043]","[33.83045959472656, 18.684799194335938, -28.17683219909668]","[-0.2864217758178711, 1.3876144886016846, 0.9952013492584229]","[122.94477081298828, -77.11888122558594, 169.169921875]","[-2.139615058898926, 0.48929262161254883, 2.5371859073638916]","[-22.077259063720703, -9.651153564453125, 9.334933280944824]"
2019-11-08-18-12-37-009000,"[-0.6834244728088379, 1.0477194786071777, 1.6423753499984741]","[45.30019760131836, 27.101470947265625, -12.718279838562012]","[-0.2825186252593994, 1.3509435653686523, 0.9863162040710449]","[97.31005096435547, -84.23152923583984, -164.45314025878906]","[-2.13987398147583, 0.4892643690109253, 2.5372934341430664]","[-22.09695816040039, -9.64387035369873, 9.41474437713623]"
2019-11-08-18-12-37-510000,"[-0.63657546043396, 1.0401501655578613, 1.4595929384231567]","[51.047054290771484, 28.224010467529297, -20.769620895385742]","[-0.2725996971130371, 1.3458197116851807, 0.9572627544403076]","[86.98085021972656, -83.25984191894531, -152.8197784423828]","[-2.1397311687469482, 0.4894198179244995, 2.5370585918426514]","[-22.084924697875977, -9.647512435913086, 9.371786117553711]"
2019-11-08-18-12-38-010000,"[-0.5835368633270264, 0.9970434904098511, 1.238297700881958]","[44.62548828125, 31.919876098632812, -21.596006393432617]","[-0.25765252113342285, 1.3498930931091309, 0.9431178569793701]","[93.39715576171875, -82.72576141357422, -156.52365112304688]","[-2.1396749019622803, 0.4895373582839966, 2.537247657775879]","[-22.086463928222656, -9.648361206054688, 9.35379695892334]"
2019-11-08-18-12-38-511000,"[-0.5699563026428223, 1.0091874599456787, 1.1555312871932983]","[51.57722091674805, 30.36344337463379, -22.650922775268555]","[-0.24642395973205566, 1.3498733043670654, 0.9340691566467285]","[96.6969223022461, -82.95799255371094, -160.70150756835938]","[-2.1396820545196533, 0.4893225431442261, 2.537306547164917]","[-22.09495735168457, -9.64747428894043, 9.375019073486328]"
2019-11-08-18-12-39-012000,"[-0.5346143245697021, 1.0060781240463257, 1.1473201513290405]","[63.5609130859375, 24.752681732177734, -21.509199142456055]","[-0.24486398696899414, 1.3521780967712402, 0.9339929819107056]","[97.9516830444336, -82.5934066772461, -162.9438934326172]","[-2.1400740146636963, 0.48983120918273926, 2.5374057292938232]","[-22.088050842285156, -9.633195877075195, 9.37668514251709]"
2019-11-08-18-12-39-513000,"[-0.5484042167663574, 1.0129152536392212, 1.1971536874771118]","[49.847503662109375, 22.661785125732422, -22.662492752075195]","[-0.24110746383666992, 1.3517582416534424, 0.9332027435302734]","[97.28629302978516, -82.50897979736328, -162.2246856689453]","[-2.139824867248535, 0.48994433879852295, 2.537226915359497]","[-22.07971954345703, -9.635169982910156, 9.359760284423828]"
2019-11-08-18-12-40-013000,"[-0.5435450077056885, 1.010816216468811, 1.1797124147415161]","[53.25392532348633, 23.56662940979004, -23.19797134399414]","[-0.2428741455078125, 1.3517608642578125, 0.9365586042404175]","[97.6240463256836, -82.52931213378906, -162.7600555419922]","[-2.1398816108703613, 0.48952412605285645, 2.5372729301452637]","[-22.093976974487305, -9.639546394348145, 9.374250411987305]"
2019-11-08-18-12-40-514000,"[-0.5411515235900879, 1.0101169347763062, 1.1700531244277954]","[54.6875, 23.857389450073242, -23.397964477539062]","[-0.2427806854248047, 1.3512418270111084, 0.9367550611495972]","[97.19593811035156, -82.77328491210938, -162.75120544433594]","[-2.1398093700408936, 0.4894115924835205, 2.537316083908081]","[-22.08125114440918, -9.648689270019531, 9.341142654418945]"
2019-11-08-18-12-41-016000,"[-0.548370361328125, 1.0105332136154175, 1.1722445487976074]","[53.43525314331055, 23.43020248413086, -22.855731964111328]","[-0.24514150619506836, 1.3476057052612305, 0.9420183897018433]","[100.3950424194336, -83.09770965576172, -165.50537109375]","[-2.1399447917938232, 0.4893794059753418, 2.537414312362671]","[-22.080951690673828, -9.645133018493652, 9.353453636169434]"
2019-11-08-18-12-41-516000,"[-0.5673377513885498, 1.013060212135315, 1.170920968055725]","[53.259525299072266, 23.533733367919922, -22.952468872070312]","[-0.2443218231201172, 1.3516242504119873, 0.9525123834609985]","[94.10240173339844, -81.47666931152344, -159.21241760253906]","[-2.1397500038146973, 0.48936426639556885, 2.5370328426361084]","[-22.09640121459961, -9.647375106811523, 9.372880935668945]"
2019-11-08-18-12-42-017000,"[-0.5741679668426514, 1.0126547813415527, 1.169458031654358]","[52.372650146484375, 24.5208740234375, -23.243148803710938]","[-0.24585914611816406, 1.3506238460540771, 0.9484872817993164]","[89.9045639038086, -82.19918060302734, -156.5213165283203]","[-2.13985538482666, 0.4897404909133911, 2.5374069213867188]","[-22.084636688232422, -9.641609191894531, 9.350818634033203]"
2019-11-08-18-12-42-517000,"[-0.5543673038482666, 1.0062956809997559, 1.1741821765899658]","[50.54520034790039, 25.533769607543945, -21.85636329650879]","[-0.24416685104370117, 1.3480608463287354, 0.938132643699646]","[89.83320617675781, -82.7597427368164, -157.02310180664062]","[-2.1397438049316406, 0.4892364740371704, 2.5371832847595215]","[-22.092098236083984, -9.648069381713867, 9.366169929504395]"
2019-11-08-18-12-43-018000,"[-0.5442442893981934, 1.0050010681152344, 1.166314959526062]","[51.36729049682617, 25.535524368286133, -21.48107147216797]","[-0.24344873428344727, 1.3478962182998657, 0.9422271251678467]","[89.96875, -82.72200012207031, -156.45033264160156]","[-2.139366865158081, 0.4886819124221802, 2.5372815132141113]","[-22.096294403076172, -9.657696723937988, 9.36739444732666]"
2019-11-08-18-12-43-519000,"[-0.5456905364990234, 1.0020575523376465, 1.1497771739959717]","[52.186405181884766, 26.907201766967773, -20.942960739135742]","[-0.24416828155517578, 1.3486255407333374, 0.9380877017974854]","[91.34837341308594, -82.78278350830078, -158.2283477783203]","[-2.1394882202148438, 0.4891239404678345, 2.5373194217681885]","[-22.086997985839844, -9.650177955627441, 9.359642028808594]"
2019-11-08-18-12-44-019000,"[-0.5565879344940186, 1.0032768249511719, 1.1572206020355225]","[50.78325271606445, 26.37102699279785, -21.137792587280273]","[-0.24453425407409668, 1.3481783866882324, 0.9431775808334351]","[92.92646789550781, -82.8849105834961, -158.52493286132812]","[-2.1398561000823975, 0.4894251823425293, 2.537200927734375]","[-22.09779167175293, -9.639212608337402, 9.371329307556152]"
2019-11-08-18-12-44-520000,"[-0.5912749767303467, 1.003281831741333, 1.1432667970657349]","[44.55457305908203, 27.521377563476562, -20.16779136657715]","[-0.2463514804840088, 1.3496766090393066, 0.9426062107086182]","[93.06484985351562, -82.56505584716797, -159.18507385253906]","[-2.139995574951172, 0.4895554780960083, 2.537442922592163]","[-22.08662223815918, -9.631404876708984, 9.370031356811523]"
2019-11-08-18-12-45-020000,"[-0.6777877807617188, 1.0207637548446655, 1.010062336921692]","[43.398372650146484, 23.035415649414062, -21.024080276489258]","[-0.24431371688842773, 1.3503473997116089, 0.9400347471237183]","[93.68123626708984, -82.67718505859375, -160.33778381347656]","[-2.139613151550293, 0.48925697803497314, 2.536987543106079]","[-22.099271774291992, -9.663445472717285, 9.373313903808594]"
2019-11-08-18-12-45-520000,"[-0.7150728702545166, 1.0267146825790405, 0.7951858043670654]","[61.90956115722656, 24.911212921142578, -17.53554916381836]","[-0.24745392799377441, 1.3488545417785645, 0.937380313873291]","[93.09664154052734, -82.86009979248047, -159.93502807617188]","[-2.1396467685699463, 0.48921895027160645, 2.5371103286743164]","[-22.08696746826172, -9.6468505859375, 9.36787223815918]"
2019-11-08-18-12-46-022000,"[-0.6845130920410156, 1.0408481359481812, 0.8034951686859131]","[54.295928955078125, 23.547901153564453, -17.55426788330078]","[-0.2443392276763916, 1.3490688800811768, 0.9347751140594482]","[94.93702697753906, -82.85323333740234, -161.27626037597656]","[-2.1396737098693848, 0.48925089836120605, 2.537160634994507]","[-22.09184455871582, -9.65036678314209, 9.362142562866211]"
2019-11-08-18-12-46-522000,"[-0.6449916362762451, 1.0361874103546143, 0.8468326330184937]","[48.39464569091797, 25.31633758544922, -19.85123634338379]","[-0.24932050704956055, 1.344644546508789, 0.9297860860824585]","[95.6409912109375, -84.54005432128906, -163.0030517578125]","[-2.1398818492889404, 0.4892390966415405, 2.5373518466949463]","[-22.097646713256836, -9.645947456359863, 9.377470016479492]"
2019-11-08-18-12-47-023000,"[-0.6331231594085693, 1.034348726272583, 0.868202805519104]","[44.742671966552734, 25.454694747924805, -21.231857299804688]","[-0.26364660263061523, 1.3337080478668213, 0.9238153696060181]","[103.82254028320312, -87.26072692871094, -171.65487670898438]","[-2.1398239135742188, 0.4895981550216675, 2.5371835231781006]","[-22.09259796142578, -9.661874771118164, 9.36205005645752]"
2019-11-08-18-12-47-524000,"[-0.6309034824371338, 1.035784125328064, 0.8676691055297852]","[46.37284851074219, 23.94700050354004, -22.119455337524414]","[-0.27272725105285645, 1.3269948959350586, 0.9497565031051636]","[166.25430297851562, -87.50955963134766, 131.42788696289062]","[-2.1397271156311035, 0.4892394542694092, 2.537398338317871]","[-22.084243774414062, -9.637983322143555, 9.35762882232666]"
2019-11-08-18-12-48-024000,"[-0.6312079429626465, 1.0368094444274902, 0.8664538860321045]","[47.63577651977539, 23.01187515258789, -22.68449592590332]","[-0.2782764434814453, 1.332604169845581, 0.9642786979675293]","[146.8837432861328, -86.16719818115234, 153.1728973388672]","[-2.139885425567627, 0.48966503143310547, 2.5371434688568115]","[-22.09218978881836, -9.64996337890625, 9.388521194458008]"
2019-11-08-18-12-48-525000,"[-0.633307933807373, 1.0383882522583008, 0.8664584159851074]","[47.858985900878906, 23.207225799560547, -22.299087524414062]","[-0.2796778678894043, 1.3267803192138672, 0.9641026258468628]","[161.37252807617188, -87.40972900390625, 137.43194580078125]","[-2.139788866043091, 0.4897341728210449, 2.5373454093933105]","[-22.08302879333496, -9.642082214355469, 9.362812995910645]"
2019-11-08-18-12-49-027000,"[-0.5631554126739502, 1.0302883386611938, 0.9489579200744629]","[46.122554779052734, 25.949909210205078, -17.448495864868164]","[-0.2842264175415039, 1.327458381652832, 0.948000431060791]","[135.64300537109375, -87.94549560546875, 161.53289794921875]","[-2.1398067474365234, 0.4891408681869507, 2.5370309352874756]","[-22.0906982421875, -9.655922889709473, 9.379352569580078]"
2019-11-08-18-12-49-528000,"[-0.5611913204193115, 1.0218368768692017, 1.0643255710601807]","[45.4931755065918, 29.236602783203125, -17.79961395263672]","[-0.2692101001739502, 1.328701138496399, 0.947878360748291]","[138.334716796875, -87.24620056152344, 163.0690155029297]","[-2.1397528648376465, 0.4895648956298828, 2.5372486114501953]","[-22.090129852294922, -9.65615177154541, 9.360970497131348]"
2019-11-08-18-12-50-028000,"[-0.5980994701385498, 1.0332934856414795, 1.1585294008255005]","[45.81147384643555, 27.20284652709961, -17.78908348083496]","[-0.26503539085388184, 1.328935146331787, 0.93822181224823]","[119.85518646240234, -86.84429931640625, -179.83099365234375]","[-2.139692783355713, 0.4888104200363159, 2.5370547771453857]","[-22.094898223876953, -9.647843360900879, 9.378314018249512]"
2019-11-08-18-12-50-529000,"[-0.6130614280700684, 1.0370879173278809, 1.1662153005599976]","[50.06968307495117, 27.51624870300293, -18.834768295288086]","[-0.25851941108703613, 1.3308944702148438, 0.941270112991333]","[104.27400970458984, -86.95127868652344, -165.29598999023438]","[-2.139636754989624, 0.48930418491363525, 2.5372960567474365]","[-22.087881088256836, -9.6397066116333, 9.379063606262207]"
2019-11-08-18-12-51-029000,"[-0.5955460071563721, 1.0408940315246582, 1.1312588453292847]","[50.34235382080078, 27.956745147705078, -18.015047073364258]","[-0.25875186920166016, 1.3338652849197388, 0.9458849430084229]","[107.56802368164062, -85.69837188720703, -167.85142517089844]","[-2.1397359371185303, 0.48918116092681885, 2.537259578704834]","[-22.093793869018555, -9.63828182220459, 9.380176544189453]"
2019-11-08-18-12-51-530000,"[-0.5677814483642578, 1.0087779760360718, 1.033496618270874]","[39.06951141357422, 31.860017776489258, -18.40863800048828]","[-0.264681339263916, 1.3360700607299805, 0.9422591924667358]","[111.70136260986328, -85.60832977294922, -172.78147888183594]","[-2.139737129211426, 0.4892200231552124, 2.537257432937622]","[-22.091638565063477, -9.64311695098877, 9.37169361114502]"
2019-11-08-18-12-52-030000,"[-0.5418338775634766, 0.9979439973831177, 0.9601354598999023]","[37.98884201049805, 31.585521697998047, -15.458221435546875]","[-0.2684934139251709, 1.3354277610778809, 0.9449481964111328]","[119.77841186523438, -86.00218200683594, 178.46763610839844]","[-2.1396844387054443, 0.489143967628479, 2.536947011947632]","[-22.101720809936523, -9.665121078491211, 9.384293556213379]"
2019-11-08-18-12-52-532000,"[-0.5370497703552246, 1.0074115991592407, 0.9721851348876953]","[42.02774429321289, 27.253883361816406, -19.37729263305664]","[-0.2715339660644531, 1.3357477188110352, 0.9490219354629517]","[126.279296875, -85.494384765625, 171.497802734375]","[-2.139799118041992, 0.48935651779174805, 2.5374224185943604]","[-22.094173431396484, -9.637853622436523, 9.378607749938965]"
2019-11-08-18-12-53-033000,"[-0.5354917049407959, 1.0078051090240479, 0.9682683944702148]","[42.07915115356445, 26.96050453186035, -19.54596519470215]","[-0.27620625495910645, 1.3361032009124756, 0.9484661817550659]","[126.365478515625, -85.79936218261719, 171.05174255371094]","[-2.1398229598999023, 0.48965024948120117, 2.5372560024261475]","[-22.095537185668945, -9.664464950561523, 9.369458198547363]"
2019-11-08-18-12-53-533000,"[-0.5310077667236328, 1.008626103401184, 0.956373929977417]","[40.37043380737305, 26.16115379333496, -19.07248878479004]","[-0.27076148986816406, 1.3354239463806152, 0.9417189359664917]","[132.91488647460938, -85.9177017211914, 164.72120666503906]","[-2.1400327682495117, 0.4895658493041992, 2.537405014038086]","[-22.095104217529297, -9.640633583068848, 9.38672924041748]"
2019-11-08-18-12-54-034000,"[-0.5341365337371826, 1.0120781660079956, 0.9508013725280762]","[42.6201286315918, 24.749996185302734, -19.858858108520508]","[-0.26500606536865234, 1.3349902629852295, 0.941220760345459]","[131.65390014648438, -85.64434814453125, 166.52902221679688]","[-2.139842987060547, 0.48917150497436523, 2.5372445583343506]","[-22.1009464263916, -9.643351554870605, 9.386417388916016]"
2019-11-08-18-12-54-534000,"[-0.5425114631652832, 1.0136467218399048, 0.9507582187652588]","[42.93251419067383, 24.319477081298828, -19.749582290649414]","[-0.2610180377960205, 1.3331389427185059, 0.9426863193511963]","[130.96719360351562, -86.08419799804688, 167.17056274414062]","[-2.139653444290161, 0.48881494998931885, 2.537168264389038]","[-22.09220314025879, -9.658660888671875, 9.375072479248047]"
2019-11-08-18-12-55-035000,"[-0.552417516708374, 1.0143071413040161, 0.9533607959747314]","[41.38920593261719, 24.164432525634766, -19.687131881713867]","[-0.2649416923522949, 1.3328412771224976, 0.9439637660980225]","[128.45277404785156, -86.16863250732422, 169.29884338378906]","[-2.139538526535034, 0.48908472061157227, 2.537179946899414]","[-22.102094650268555, -9.654372215270996, 9.369317054748535]"
2019-11-08-18-12-55-536000,"[-0.5556275844573975, 1.013399600982666, 0.9541242122650146]","[41.32680892944336, 24.71207046508789, -19.644411087036133]","[-0.2624058723449707, 1.3313453197479248, 0.9398424625396729]","[131.55258178710938, -86.01710510253906, 166.0116424560547]","[-2.139869213104248, 0.48958873748779297, 2.537198305130005]","[-22.094926834106445, -9.660497665405273, 9.388321876525879]"
2019-11-08-18-12-56-037000,"[-0.5570719242095947, 1.0125303268432617, 0.9557980298995972]","[40.89358139038086, 24.549341201782227, -19.891164779663086]","[-0.26770687103271484, 1.3329825401306152, 0.9383299350738525]","[133.57431030273438, -85.70453643798828, 163.30807495117188]","[-2.139852523803711, 0.4896959066390991, 2.53725004196167]","[-22.091630935668945, -9.654533386230469, 9.380168914794922]"
2019-11-08-18-12-56-537000,"[-0.5561606884002686, 1.012527585029602, 0.9559457302093506]","[40.925289154052734, 24.615734100341797, -19.554386138916016]","[-0.2682766914367676, 1.330956220626831, 0.9422252178192139]","[130.18603515625, -86.48157501220703, 166.68807983398438]","[-2.1399998664855957, 0.48956072330474854, 2.5372347831726074]","[-22.091684341430664, -9.657702445983887, 9.391240119934082]"
2019-11-08-18-12-57-038000,"[-0.559727668762207, 1.0135793685913086, 0.9584907293319702]","[40.47216033935547, 24.168594360351562, -19.490659713745117]","[-0.26723480224609375, 1.3311688899993896, 0.9430117607116699]","[122.48572540283203, -86.20899963378906, 174.43792724609375]","[-2.1398489475250244, 0.4893399477005005, 2.5372443199157715]","[-22.093021392822266, -9.65372371673584, 9.380887985229492]"
2019-11-08-18-12-57-538000,"[-0.5535550117492676, 1.0129073858261108, 0.9570260047912598]","[40.85564422607422, 24.298131942749023, -19.480262756347656]","[-0.269636869430542, 1.330925464630127, 0.9420467615127563]","[123.63507843017578, -86.32162475585938, 173.0486602783203]","[-2.140197515487671, 0.4901454448699951, 2.5373830795288086]","[-22.0972900390625, -9.631363868713379, 9.395452499389648]"
2019-11-08-18-12-58-039000,"[-0.5532968044281006, 1.0101011991500854, 0.9638289213180542]","[38.830345153808594, 25.35306167602539, -19.759532928466797]","[-0.2697291374206543, 1.3322479724884033, 0.9394198656082153]","[120.87865447998047, -86.05196380615234, 175.72425842285156]","[-2.139845371246338, 0.48964381217956543, 2.5371060371398926]","[-22.093717575073242, -9.657829284667969, 9.38874626159668]"
2019-11-08-18-12-58-539000,"[-0.5481841564178467, 1.0099964141845703, 0.9642089605331421]","[39.487056732177734, 24.970420837402344, -19.674768447875977]","[-0.2712564468383789, 1.3341617584228516, 0.9408360719680786]","[122.00865173339844, -85.98241424560547, 174.72296142578125]","[-2.1396825313568115, 0.48916804790496826, 2.537153720855713]","[-22.09699821472168, -9.637051582336426, 9.384098052978516]"
2019-11-08-18-12-59-040000,"[-0.543205738067627, 1.0098512172698975, 0.9663697481155396]","[38.16933059692383, 25.382383346557617, -19.103178024291992]","[-0.2701294422149658, 1.3317856788635254, 0.9423367977142334]","[114.94832611083984, -86.59288787841797, -178.2581329345703]","[-2.139911651611328, 0.4889727830886841, 2.537325620651245]","[-22.113780975341797, -9.638202667236328, 9.401920318603516]"
2019-11-08-18-12-59-540000,"[-0.539527177810669, 1.0092861652374268, 0.9619556665420532]","[39.5158805847168, 25.915151596069336, -19.601228713989258]","[-0.27014923095703125, 1.3324615955352783, 0.9460539817810059]","[115.33954620361328, -86.2459487915039, -178.70700073242188]","[-2.1397924423217773, 0.48917460441589355, 2.53722882270813]","[-22.0999813079834, -9.640039443969727, 9.390913009643555]"
2019-11-08-18-13-00-041000,"[-0.5430667400360107, 1.008287787437439, 0.9695686101913452]","[37.26304244995117, 26.423112869262695, -19.665218353271484]","[-0.2752542495727539, 1.3312797546386719, 0.9466652870178223]","[112.75396728515625, -86.15174865722656, -176.03988647460938]","[-2.139749050140381, 0.4895979166030884, 2.5373241901397705]","[-22.088403701782227, -9.64996337890625, 9.385209083557129]"
2019-11-08-18-13-00-542000,"[-0.5422701835632324, 1.0084524154663086, 0.9667931795120239]","[39.15421676635742, 26.309083938598633, -18.596324920654297]","[-0.2852938175201416, 1.330956220626831, 0.9460147619247437]","[116.19261169433594, -86.34376525878906, 179.23451232910156]","[-2.1398324966430664, 0.4894970655441284, 2.5371031761169434]","[-22.092178344726562, -9.652871131896973, 9.374751091003418]"
