TIMESTAMP,HEAD_POS_REL,HEAD_EULER_REL,CONTROLLER_1_POS_GLB,CONTROLLER_1_EULER_GLB,CONTROLLER_2_POS_GLB,CONTROLLER_2_EULER_GLB
2019-11-08-18-13-01-042000,"[-0.5488121509552002, 1.0086374282836914, 0.9719055891036987]","[37.453758239746094, 26.331281661987305, -19.388290405273438]","[-0.2830688953399658, 1.3316633701324463, 0.948621392250061]","[105.92953491210938, -86.28804016113281, -169.55303955078125]","[-2.139716625213623, 0.4892103672027588, 2.5373549461364746]","[-22.08785057067871, -9.643156051635742, 9.367668151855469]"
2019-11-08-18-13-01-543000,"[-0.5444812774658203, 1.0071501731872559, 0.9714071750640869]","[38.57084655761719, 26.536531448364258, -19.834869384765625]","[-0.2781376838684082, 1.3331785202026367, 0.9469574689865112]","[108.28424835205078, -86.09931945800781, -171.41888427734375]","[-2.13988995552063, 0.48950159549713135, 2.537062644958496]","[-22.096261978149414, -9.663505554199219, 9.370524406433105]"
2019-11-08-18-13-02-043000,"[-0.5409975051879883, 1.006716012954712, 0.9675205945968628]","[38.29585266113281, 26.339292526245117, -19.715633392333984]","[-0.2718784809112549, 1.3340301513671875, 0.9394683837890625]","[109.5667724609375, -85.77042388916016, -172.96820068359375]","[-2.139831066131592, 0.4897361993789673, 2.5373642444610596]","[-22.091777801513672, -9.637558937072754, 9.374515533447266]"
2019-11-08-18-13-02-545000,"[-0.5437991619110107, 1.0056427717208862, 0.9654169082641602]","[37.54080581665039, 26.993253707885742, -20.182674407958984]","[-0.27327537536621094, 1.3357441425323486, 0.9423253536224365]","[114.04418182373047, -85.384765625, -177.19964599609375]","[-2.1398017406463623, 0.4893742799758911, 2.5370380878448486]","[-22.09549331665039, -9.645218849182129, 9.391833305358887]"
2019-11-08-18-13-03-045000,"[-0.5428872108459473, 1.0055245161056519, 0.9680055379867554]","[38.010498046875, 26.850053787231445, -20.461864471435547]","[-0.2780466079711914, 1.3359514474868774, 0.9458761215209961]","[117.74037170410156, -85.3532943725586, 178.52003479003906]","[-2.139806032180786, 0.48902177810668945, 2.5373246669769287]","[-22.09479331970215, -9.639841079711914, 9.381516456604004]"
2019-11-08-18-13-03-546000,"[-0.5407435894012451, 1.0052406787872314, 0.9636861085891724]","[38.1052360534668, 26.678531646728516, -20.550331115722656]","[-0.28005480766296387, 1.3349403142929077, 0.9487457275390625]","[120.60881805419922, -85.67495727539062, 175.4633331298828]","[-2.139664649963379, 0.4891190528869629, 2.5371623039245605]","[-22.101533889770508, -9.643021583557129, 9.396594047546387]"
2019-11-08-18-13-04-047000,"[-0.5426552295684814, 1.0055286884307861, 0.9647144079208374]","[38.051239013671875, 26.521175384521484, -20.31138038635254]","[-0.2714066505432129, 1.3344857692718506, 0.9439146518707275]","[115.29473114013672, -85.67578887939453, -179.270263671875]","[-2.1397199630737305, 0.4892895221710205, 2.537308692932129]","[-22.10219383239746, -9.657102584838867, 9.389206886291504]"
2019-11-08-18-13-04-548000,"[-0.5482156276702881, 1.0067546367645264, 0.962639331817627]","[38.23319625854492, 26.13695526123047, -20.284196853637695]","[-0.2702913284301758, 1.3351085186004639, 0.9389069080352783]","[118.6989974975586, -85.76763153076172, 177.38450622558594]","[-2.1398916244506836, 0.4892582893371582, 2.5372238159179688]","[-22.09846305847168, -9.656115531921387, 9.389425277709961]"
2019-11-08-18-13-05-049000,"[-0.5484306812286377, 1.0071370601654053, 0.9571260213851929]","[40.00469970703125, 26.151901245117188, -20.18938446044922]","[-0.2702326774597168, 1.3338494300842285, 0.9390769004821777]","[119.60151672363281, -86.0626449584961, 177.1798858642578]","[-2.1395819187164307, 0.4892374277114868, 2.53732967376709]","[-22.093791961669922, -9.6473970413208, 9.388185501098633]"
2019-11-08-18-13-05-549000,"[-0.5507538318634033, 1.0072228908538818, 0.9601095914840698]","[38.79285430908203, 25.9070987701416, -20.325443267822266]","[-0.27210092544555664, 1.333756685256958, 0.9379172325134277]","[123.70447540283203, -86.00835418701172, 173.31689453125]","[-2.139528512954712, 0.4891413450241089, 2.5370144844055176]","[-22.10164451599121, -9.657689094543457, 9.389491081237793]"
2019-11-08-18-13-06-051000,"[-0.5520946979522705, 1.008415937423706, 0.9589345455169678]","[38.87359619140625, 25.423934936523438, -20.060869216918945]","[-0.2789950370788574, 1.3315792083740234, 0.945154070854187]","[125.32823944091797, -86.35155487060547, 171.74534606933594]","[-2.1399435997009277, 0.4898233413696289, 2.537416458129883]","[-22.091873168945312, -9.629312515258789, 9.393926620483398]"
2019-11-08-18-13-06-552000,"[-0.5554971694946289, 1.0085421800613403, 0.9557578563690186]","[39.46683120727539, 25.7230167388916, -20.108835220336914]","[-0.27967047691345215, 1.3294436931610107, 0.9463481903076172]","[111.6172103881836, -86.67647552490234, -174.4831085205078]","[-2.1397390365600586, 0.4889174699783325, 2.537184238433838]","[-22.10129165649414, -9.64686107635498, 9.405797004699707]"
2019-11-08-18-13-07-053000,"[-0.5591883659362793, 1.0094386339187622, 0.9535897970199585]","[38.97224426269531, 26.13865852355957, -19.949140548706055]","[-0.27794837951660156, 1.3306899070739746, 0.9443554878234863]","[122.12500762939453, -86.69493103027344, 175.0570831298828]","[-2.139620780944824, 0.4889795780181885, 2.5372087955474854]","[-22.103187561035156, -9.646501541137695, 9.402375221252441]"
2019-11-08-18-13-07-553000,"[-0.5621130466461182, 1.0108565092086792, 0.9601542949676514]","[37.470367431640625, 27.130956649780273, -21.240676879882812]","[-0.2821388244628906, 1.332385778427124, 0.9474151134490967]","[119.00128936767578, -86.47895812988281, 177.9226531982422]","[-2.1398942470550537, 0.4899616241455078, 2.5373454093933105]","[-22.0952205657959, -9.639033317565918, 9.394691467285156]"
2019-11-08-18-13-08-053000,"[-0.5603773593902588, 1.0107100009918213, 0.958295464515686]","[39.04301071166992, 28.03018569946289, -20.97126007080078]","[-0.28276634216308594, 1.3328160047531128, 0.9497113227844238]","[123.41368103027344, -86.07829284667969, 173.09991455078125]","[-2.1403727531433105, 0.48997366428375244, 2.5373644828796387]","[-22.0810604095459, -9.626683235168457, 9.37572193145752]"
2019-11-08-18-13-08-554000,"[-0.5590767860412598, 1.0096176862716675, 0.9634240865707397]","[37.48780822753906, 27.58779525756836, -20.734540939331055]","[-0.2804875373840332, 1.331312656402588, 0.9492223262786865]","[131.58619689941406, -85.96726989746094, 165.09747314453125]","[-2.139801025390625, 0.48955607414245605, 2.5372555255889893]","[-22.09032440185547, -9.635855674743652, 9.376166343688965]"
2019-11-08-18-13-09-055000,"[-0.5536727905273438, 1.0090690851211548, 0.9596161842346191]","[37.86812210083008, 26.655881881713867, -20.806825637817383]","[-0.2806384563446045, 1.3317363262176514, 0.9444339275360107]","[124.82083129882812, -86.21968078613281, 170.72705078125]","[-2.139955759048462, 0.4898613691329956, 2.537064552307129]","[-22.095584869384766, -9.64427661895752, 9.402554512023926]"
2019-11-08-18-13-09-555000,"[-0.548356294631958, 1.0075985193252563, 0.9575377702713013]","[38.662166595458984, 26.991865158081055, -20.605863571166992]","[-0.2789466381072998, 1.3316991329193115, 0.938490629196167]","[122.13798522949219, -86.09671783447266, 173.50132751464844]","[-2.1399428844451904, 0.489526629447937, 2.5373375415802]","[-22.098176956176758, -9.647047996520996, 9.38683032989502]"
2019-11-08-18-13-10-056000,"[-0.573422908782959, 0.9951568841934204, 0.9162347316741943]","[32.51119613647461, 31.622716903686523, -20.588979721069336]","[-0.2793395519256592, 1.3347327709197998, 0.9359849691390991]","[122.81282806396484, -85.7242660522461, 173.04127502441406]","[-2.139728546142578, 0.4893372058868408, 2.5371813774108887]","[-22.101299285888672, -9.655743598937988, 9.411474227905273]"
2019-11-08-18-13-10-557000,"[-0.644432544708252, 1.0246291160583496, 0.8441519737243652]","[43.11932373046875, 22.5213565826416, -25.85360336303711]","[-0.28015661239624023, 1.3353444337844849, 0.9378882646560669]","[122.05105590820312, -85.62129211425781, 174.06399536132812]","[-2.1398632526397705, 0.48948848247528076, 2.5372414588928223]","[-22.103952407836914, -9.640332221984863, 9.401107788085938]"
2019-11-08-18-13-11-057000,"[-0.7903728485107422, 1.0045135021209717, 0.6530849933624268]","[32.34457015991211, 33.88745880126953, -21.245908737182617]","[-0.2826056480407715, 1.336531639099121, 0.9393057823181152]","[122.61125946044922, -85.46800231933594, 172.97898864746094]","[-2.1397533416748047, 0.48944902420043945, 2.5372090339660645]","[-22.097326278686523, -9.649085998535156, 9.390356063842773]"
2019-11-08-18-13-11-558000,"[-0.8385574817657471, 1.021396279335022, 0.6320323944091797]","[26.287702560424805, 28.73847198486328, -21.404083251953125]","[-0.2819380760192871, 1.336385726928711, 0.9400252103805542]","[122.13186645507812, -85.55036163330078, 173.30909729003906]","[-2.1396682262420654, 0.48919546604156494, 2.537168502807617]","[-22.09880828857422, -9.651071548461914, 9.403234481811523]"
2019-11-08-18-13-12-058000,"[-0.8423433303833008, 1.0222903490066528, 0.6175875663757324]","[28.422677993774414, 28.44554901123047, -20.43168067932129]","[-0.28307414054870605, 1.3363146781921387, 0.9398046731948853]","[123.33704376220703, -85.64717102050781, 172.03733825683594]","[-2.139704704284668, 0.48903512954711914, 2.5371124744415283]","[-22.10770606994629, -9.654276847839355, 9.413830757141113]"
2019-11-08-18-13-12-559000,"[-0.841402530670166, 1.0256123542785645, 0.6199638843536377]","[28.715364456176758, 28.61298370361328, -20.799165725708008]","[-0.28370189666748047, 1.336827278137207, 0.938817024230957]","[124.47730255126953, -85.40463256835938, 170.8671417236328]","[-2.1396143436431885, 0.48924434185028076, 2.537261724472046]","[-22.10450553894043, -9.6419095993042, 9.415979385375977]"
2019-11-08-18-13-13-060000,"[-0.8248591423034668, 1.0291576385498047, 0.6259419918060303]","[32.80080032348633, 27.073022842407227, -21.93408966064453]","[-0.2839627265930176, 1.336276650428772, 0.9337810277938843]","[125.25591278076172, -85.18925476074219, 169.66041564941406]","[-2.139878749847412, 0.4896324872970581, 2.5370936393737793]","[-22.10474967956543, -9.640846252441406, 9.400891304016113]"
2019-11-08-18-13-13-560000,"[-0.81693434715271, 1.0310949087142944, 0.6443583965301514]","[30.873266220092773, 26.429224014282227, -23.174665451049805]","[-0.2818412780761719, 1.334205150604248, 0.9303439855575562]","[120.76677703857422, -85.67448425292969, 174.5289764404297]","[-2.139932155609131, 0.48930418491363525, 2.537372350692749]","[-22.101383209228516, -9.644302368164062, 9.397377967834473]"
2019-11-08-18-13-14-060000,"[-0.8245213031768799, 1.027438759803772, 0.6326422691345215]","[30.026227951049805, 26.90119743347168, -23.14192008972168]","[-0.2807602882385254, 1.333653450012207, 0.932096004486084]","[114.853759765625, -86.09554290771484, -179.45187377929688]","[-2.140028238296509, 0.48980510234832764, 2.5373237133026123]","[-22.083093643188477, -9.62124252319336, 9.340886116027832]"
2019-11-08-18-13-14-562000,"[-0.8214495182037354, 1.027617335319519, 0.6234524250030518]","[32.246219635009766, 26.51909065246582, -23.01305389404297]","[-0.27869677543640137, 1.3329846858978271, 0.9383836984634399]","[106.49864196777344, -85.68305969238281, -170.9595184326172]","[-2.140054941177368, 0.4897027015686035, 2.537398099899292]","[-22.092737197875977, -9.634889602661133, 9.398168563842773]"
2019-11-08-18-13-15-064000,"[-0.806039571762085, 1.0300666093826294, 0.6263763904571533]","[35.1630973815918, 25.85638999938965, -23.79244613647461]","[-0.27863264083862305, 1.3334788084030151, 0.9405519962310791]","[103.91808319091797, -85.39276123046875, -168.65176391601562]","[-2.1398072242736816, 0.4897933006286621, 2.5372543334960938]","[-22.08987808227539, -9.634008407592773, 9.368247032165527]"
2019-11-08-18-13-15-565000,"[-0.8022403717041016, 1.0271167755126953, 0.6321213245391846]","[30.34773826599121, 28.234071731567383, -21.30037498474121]","[-0.27722907066345215, 1.3341560363769531, 0.9428490400314331]","[108.9738998413086, -85.3964614868164, -173.62713623046875]","[-2.1397526264190674, 0.48925328254699707, 2.537233352661133]","[-22.093626022338867, -9.647500038146973, 9.389093399047852]"
2019-11-08-18-13-16-066000,"[-0.7515344619750977, 1.0286017656326294, 0.6893086433410645]","[22.689626693725586, 30.857450485229492, -19.949216842651367]","[-0.28183484077453613, 1.3342556953430176, 0.9457578659057617]","[96.89299774169922, -84.96285247802734, -162.5653533935547]","[-2.139817237854004, 0.489030122756958, 2.537275791168213]","[-22.120468139648438, -9.639906883239746, 9.455095291137695]"
2019-11-08-18-13-16-567000,"[-0.6230204105377197, 1.0195294618606567, 0.8068016767501831]","[15.742852210998535, 28.627685546875, -17.82387924194336]","[-0.2884693145751953, 1.3344476222991943, 0.9474397897720337]","[96.34369659423828, -85.8270263671875, -162.94338989257812]","[-2.1397690773010254, 0.48913490772247314, 2.5371789932250977]","[-22.116188049316406, -9.646828651428223, 9.4308443069458]"
2019-11-08-18-13-17-068000,"[-0.572887659072876, 1.0069180727005005, 0.8384515047073364]","[17.757810592651367, 28.7420654296875, -18.684144973754883]","[-0.2811925411224365, 1.3335742950439453, 0.9408565759658813]","[97.64812469482422, -85.93568420410156, -163.45053100585938]","[-2.1396424770355225, 0.4888647794723511, 2.5372347831726074]","[-22.11528968811035, -9.647642135620117, 9.433426856994629]"
2019-11-08-18-13-17-568000,"[-0.5548620223999023, 1.0046718120574951, 0.8307574987411499]","[15.907421112060547, 30.140092849731445, -18.83917236328125]","[-0.2772238254547119, 1.3350281715393066, 0.9331495761871338]","[104.36425018310547, -85.77436065673828, -169.60777282714844]","[-2.1395881175994873, 0.489124059677124, 2.537064552307129]","[-22.115575790405273, -9.653533935546875, 9.458172798156738]"
2019-11-08-18-13-18-068000,"[-0.5378098487854004, 1.000381350517273, 0.8307881355285645]","[15.675647735595703, 30.20504379272461, -19.61028289794922]","[-0.27258968353271484, 1.3345942497253418, 0.9287674427032471]","[103.73729705810547, -85.71613311767578, -168.72764587402344]","[-2.1399521827697754, 0.4896188974380493, 2.537247657775879]","[-22.116140365600586, -9.644102096557617, 9.449347496032715]"
2019-11-08-18-13-18-570000,"[-0.5386288166046143, 0.9991976022720337, 0.8340647220611572]","[14.515456199645996, 29.868247985839844, -20.71204948425293]","[-0.26958250999450684, 1.336593508720398, 0.9295651912689209]","[108.3945541381836, -84.44876861572266, -173.5898895263672]","[-2.139991521835327, 0.48966431617736816, 2.53710675239563]","[-22.116350173950195, -9.652448654174805, 9.423013687133789]"
2019-11-08-18-13-19-072000,"[-0.5293915271759033, 0.9984865188598633, 0.8302351236343384]","[15.724048614501953, 29.767934799194336, -20.95460319519043]","[-0.2731137275695801, 1.3365600109100342, 0.9278997182846069]","[105.73270416259766, -85.44457244873047, -173.47113037109375]","[-2.1398086547851562, 0.489499568939209, 2.5373618602752686]","[-22.101428985595703, -9.64306926727295, 9.396059036254883]"
2019-11-08-18-13-19-572000,"[-0.5309433937072754, 0.9990129470825195, 0.8308393955230713]","[15.75974178314209, 29.00115966796875, -21.487056732177734]","[-0.2748143672943115, 1.3366923332214355, 0.9203281402587891]","[68.68228149414062, -84.95083618164062, -138.7663116455078]","[-2.1399340629577637, 0.4895869493484497, 2.5371522903442383]","[-22.110368728637695, -9.639372825622559, 9.420913696289062]"
2019-11-08-18-13-20-072000,"[-0.5270466804504395, 0.9982284307479858, 0.831231951713562]","[15.363068580627441, 29.09279441833496, -21.495059967041016]","[-0.2979586124420166, 1.3341012001037598, 0.9285545349121094]","[62.85572814941406, -86.51255798339844, -139.13369750976562]","[-2.139864444732666, 0.4894857406616211, 2.537302017211914]","[-22.11260223388672, -9.632458686828613, 9.405424118041992]"
2019-11-08-18-13-20-573000,"[-0.5228900909423828, 0.9973689317703247, 0.8372836112976074]","[15.953121185302734, 28.88723373413086, -21.281574249267578]","[-0.312213659286499, 1.353654146194458, 0.9645562171936035]","[93.08363342285156, -84.00889587402344, -168.99334716796875]","[-2.1401240825653076, 0.4895983934402466, 2.5372257232666016]","[-22.10675621032715, -9.65052318572998, 9.430611610412598]"
2019-11-08-18-13-21-073000,"[-0.530012845993042, 0.9980639219284058, 0.8402715921401978]","[16.471359252929688, 29.171527862548828, -21.271316528320312]","[-0.2780447006225586, 1.3317023515701294, 0.9636580944061279]","[59.212528228759766, -82.28153991699219, -126.0318374633789]","[-2.1397604942321777, 0.4895458221435547, 2.537364959716797]","[-22.101520538330078, -9.635098457336426, 9.417550086975098]"
